row,x,y,z,state
736,3.726041,1.523915,7.636182,0
737,3.726091,1.523343,7.635764,0
738,3.725333,1.522957,7.635081,0
739,3.723818,1.522575,7.634089,0
740,3.721783,1.522049,7.633911,0
741,3.719256,1.52123,7.633321,0
742,3.716958,1.520581,7.63344,0
743,3.714089,1.519321,7.633465,0
744,3.711473,1.518661,7.634286,0
745,3.708872,1.518539,7.635826,0
746,3.706457,1.518215,7.637127,0
747,3.703974,1.517654,7.638216,0
748,3.700513,1.517044,7.639215,0
749,3.697909,1.516428,7.640147,0
750,3.695263,1.516243,7.641864,0
751,3.692258,1.51576,7.64573,0
752,3.686919,1.515331,7.649971,0
753,3.678319,1.507771,7.649701,1
754,3.675639,1.512879,7.640595,1
755,3.674391,1.508382,7.630531,1
756,3.669785,1.510515,7.626584,1
757,3.670622,1.507951,7.630489,1
758,3.671691,1.508481,7.635985,1
759,3.673956,1.51004,7.65182,1
760,3.673807,1.508811,7.661367,1
761,3.66561,1.512291,7.662549,1
762,3.663349,1.505868,7.656525,1
763,3.657137,1.511807,7.6501,1
764,3.655479,1.513756,7.665119,1
765,3.666688,1.512309,7.6873,1
766,3.680724,1.512711,7.715797,1
767,3.689805,1.512149,7.7434,1
768,3.699471,1.516275,7.75741,1
769,3.703362,1.525264,7.761503,1
770,3.709442,1.518793,7.752457,1
771,3.711918,1.515474,7.739193,1
772,3.706024,1.520649,7.729835,1
773,3.702308,1.523507,7.725585,1
774,3.692656,1.521147,7.727421,1
775,3.671286,1.521123,7.730741,1
776,3.653088,1.520867,7.726252,1
777,3.645557,1.523741,7.716613,1
778,3.645536,1.527069,7.700177,1
779,3.64782,1.527609,7.680719,0
780,3.644338,1.533191,7.661067,0
781,3.642114,1.532656,7.644144,0
782,3.638908,1.535218,7.632292,0
783,3.638083,1.534542,7.622129,0
784,3.635044,1.534261,7.616402,0
785,3.631747,1.532272,7.615957,0
786,3.629764,1.531284,7.617362,0
787,3.632581,1.535055,7.607988,0
788,3.652977,1.535261,7.589681,1
789,3.674216,1.533526,7.584774,1
790,3.682186,1.533648,7.576911,1
791,3.68123,1.524348,7.566751,1
792,3.671672,1.528496,7.55157,1
793,3.671004,1.527051,7.542287,1
794,3.681633,1.526992,7.539836,1
795,3.699839,1.517053,7.551779,1
796,3.712266,1.519534,7.562097,1
797,3.723273,1.527203,7.559653,1
798,3.742559,1.528113,7.547269,1
799,3.755112,1.522202,7.530625,1
800,3.764422,1.520979,7.507835,1
801,3.776976,1.524171,7.493571,1
802,3.802459,1.525433,7.488174,1
803,3.827225,1.517753,7.499131,1
804,3.837602,1.519318,7.507373,1
805,3.84364,1.523925,7.507016,1
806,3.855528,1.523667,7.503304,1
807,3.856493,1.518635,7.496903,1
808,3.848271,1.530305,7.485038,1
809,3.845284,1.531011,7.486691,1
810,3.838768,1.524224,7.4954,1
811,3.834979,1.514717,7.502576,2
812,3.813175,1.567882,7.487907,2
813,3.825325,1.547525,7.486146,2
814,3.834042,1.516982,7.481852,2
815,3.821741,1.572516,7.489345,2
816,3.82464,1.552929,7.517491,2
817,3.828731,1.531701,7.528469,2
818,3.816526,1.57159,7.522696,2
819,3.823471,1.539923,7.518847,2
820,3.819878,1.531598,7.514853,2
821,3.797883,1.585577,7.526763,2
822,3.796441,1.554547,7.54972,2
823,3.801084,1.50915,7.556248,2
824,3.780189,1.564713,7.53586,2
825,3.791907,1.547284,7.516667,2
826,3.80095,1.522399,7.49194,2
827,3.783142,1.566537,7.489745,2
828,3.76693,1.575175,7.499236,2
829,3.774897,1.518155,7.510633,2
830,3.753174,1.56245,7.490033,2
831,3.744008,1.573641,7.472501,2
832,3.758622,1.513536,7.467231,2
833,3.755897,1.521753,7.46898,2
834,3.732642,1.576906,7.482831,2
835,3.733937,1.533099,7.50496,2
836,3.728159,1.502605,7.507885,2
837,3.6984,1.550548,7.480275,2
838,3.690615,1.53011,7.459534,2
839,3.685198,1.520046,7.444908,1
840,3.677481,1.542981,7.43713,1
841,3.670353,1.53543,7.446044,1
842,3.677262,1.519609,7.454585,1
843,3.684024,1.522283,7.460395,1
844,3.691525,1.531975,7.458836,1
845,3.703169,1.533073,7.45021,1
846,3.708873,1.524357,7.438183,1
847,3.7078,1.52864,7.423052,1
848,3.710779,1.534171,7.419386,1
849,3.715452,1.537967,7.430174,1
850,3.719496,1.533881,7.451338,1
851,3.720609,1.534064,7.482438,1
852,3.72539,1.538987,7.513218,1
853,3.732123,1.549835,7.525558,1
854,3.740615,1.559137,7.524783,1
855,3.749306,1.549528,7.515903,1
856,3.754457,1.551035,7.502711,1
857,3.762896,1.555847,7.493751,1
858,3.769942,1.560688,7.501032,1
859,3.774206,1.555678,7.520462,1
860,3.775099,1.538574,7.547447,1
861,3.771223,1.545912,7.570371,1
862,3.772286,1.54775,7.583923,1
863,3.771214,1.544155,7.58413,1
864,3.769132,1.536048,7.576136,1
865,3.766233,1.530169,7.565742,1
866,3.765718,1.52455,7.560862,1
867,3.76669,1.52896,7.565518,1
868,3.772012,1.529859,7.583503,1
869,3.777391,1.52537,7.614657,1
870,3.776432,1.533027,7.646271,1
871,3.780124,1.53054,7.669166,1
872,3.790396,1.522652,7.691414,1
873,3.797522,1.514664,7.702594,1
874,3.804687,1.499416,7.695967,1
875,3.802021,1.494949,7.682064,1
876,3.801593,1.4927,7.671986,1
877,3.796877,1.49137,7.662921,1
878,3.792469,1.491792,7.663244,1
879,3.784082,1.488952,7.672046,1
880,3.76845,1.495538,7.692254,1
881,3.756725,1.488351,7.699767,1
882,3.74464,1.487822,7.699543,1
883,3.739048,1.485465,7.691657,1
884,3.742734,1.483216,7.681742,1
885,3.741242,1.48364,7.678018,1
886,3.738362,1.483404,7.68057,1
887,3.733902,1.48372,7.688547,1
888,3.726717,1.480769,7.703119,1
889,3.719047,1.47851,7.717863,1
890,3.717085,1.474256,7.728783,1
891,3.71523,1.477015,7.726095,1
892,3.719819,1.477348,7.713274,1
893,3.729805,1.474479,7.689273,1
894,3.731973,1.482552,7.670099,1
895,3.733348,1.484845,7.656611,1
896,3.735944,1.485906,7.654574,1
897,3.735204,1.48314,7.661717,1
898,3.733419,1.483298,7.675552,1
899,3.735694,1.480686,7.68639,1
900,3.735234,1.483785,7.69128,1
901,3.736746,1.485342,7.685,1
902,3.745013,1.481061,7.67034,1
903,3.746434,1.486933,7.658911,0
904,3.747801,1.489995,7.650115,0
905,3.75037,1.490702,7.64579,0
906,3.75128,1.490577,7.643634,0
907,3.755238,1.492976,7.643045,0
908,3.759316,1.496059,7.644495,0
909,3.76103,1.496633,7.646971,0
910,3.763062,1.495553,7.649961,0
911,3.767362,1.494543,7.652633,0
912,3.772282,1.495695,7.656632,0
913,3.776923,1.495786,7.660295,0
914,3.779518,1.49624,7.662851,0
915,3.780837,1.496296,7.664247,0
916,3.780868,1.495835,7.664802,0
917,3.780814,1.495962,7.664879,0
918,3.780164,1.496136,7.664517,0
919,3.778894,1.496056,7.663826,0
920,3.776576,1.496382,7.663158,0
921,3.772466,1.49655,7.661846,0
922,3.764985,1.495853,7.660903,0
923,3.757789,1.494783,7.658554,0
924,3.749319,1.494943,7.655766,0
925,3.743141,1.495456,7.653049,0
926,3.737149,1.496727,7.650142,0
927,3.732501,1.497731,7.646603,0
928,3.727847,1.499154,7.643446,0
929,3.723391,1.501461,7.639803,0
930,3.720508,1.503594,7.637306,0
931,3.717886,1.505787,7.634975,0
932,3.71527,1.507509,7.633308,0
933,3.712421,1.508453,7.630418,0
934,3.710312,1.509896,7.628321,0
935,3.707572,1.51087,7.625303,0
936,4.84,1.535,7.56,0
937,3.729396,1.538785,7.599879,0
938,3.727753,1.537837,7.601017,0
939,3.726427,1.537032,7.601662,0
940,3.724967,1.536114,7.601437,0
941,3.722911,1.534776,7.601399,0
942,3.720344,1.532502,7.601265,0
943,3.717677,1.530941,7.601889,0
944,3.715008,1.529716,7.602187,0
945,3.711909,1.526885,7.603501,0
946,3.709433,1.524479,7.604399,0
947,3.707375,1.521334,7.604694,0
948,3.70502,1.518443,7.603735,0
949,3.703211,1.516503,7.601934,0
950,3.702298,1.514547,7.600103,0
951,3.702039,1.512308,7.598488,0
952,3.70238,1.510634,7.595561,0
953,3.704224,1.5101,7.591471,0
954,3.706039,1.509436,7.586742,0
955,3.70806,1.508889,7.581103,0
956,3.711818,1.508474,7.577047,0
957,3.718623,1.50738,7.575679,0
958,3.727614,1.505446,7.576,0
959,3.738407,1.50143,7.576892,0
960,3.746983,1.496891,7.577351,0
961,3.754865,1.492982,7.578618,0
962,3.765721,1.488607,7.582389,0
963,3.778551,1.487911,7.588935,0
964,3.794366,1.489319,7.598157,0
965,3.814181,1.492269,7.6122,0
966,3.830872,1.496951,7.628372,0
967,3.847803,1.500973,7.645033,0
968,3.865122,1.506014,7.660412,0
969,3.879236,1.510329,7.67478,0
970,3.891584,1.512893,7.688474,0
971,3.898931,1.5153,7.699074,0
972,3.902966,1.515628,7.707706,0
973,3.904591,1.514451,7.715277,0
974,3.904616,1.512969,7.720224,0
975,3.903454,1.511125,7.724488,0
976,3.898165,1.507495,7.728909,0
977,3.886497,1.501095,7.732382,0
978,3.867724,1.491387,7.733833,0
979,3.842798,1.48153,7.73098,0
980,3.817175,1.471766,7.72143,0
981,3.786968,1.461353,7.701929,0
982,3.765573,1.452351,7.679431,0
983,3.751825,1.445668,7.657398,0
984,3.745748,1.438259,7.636737,0
985,3.745302,1.432273,7.616985,0
986,3.748095,1.424873,7.596294,0
987,3.757466,1.417348,7.579123,0
988,3.771267,1.416127,7.559808,0
989,3.785225,1.418223,7.541011,0
990,3.798898,1.419791,7.519086,0
991,3.811407,1.422037,7.491948,0
992,3.827501,1.424389,7.452285,0
993,3.846602,1.425966,7.409857,0
994,3.868424,1.432814,7.367552,0
995,3.888506,1.434824,7.33253,0
996,3.903771,1.434348,7.312954,0
997,3.915971,1.438653,7.312726,0
998,3.922037,1.456429,7.322707,0
999,3.92642,1.471487,7.330392,0
1000,3.929425,1.486285,7.338872,0
1001,3.934556,1.500392,7.346001,0
1002,3.938292,1.512725,7.353765,0
1003,3.941227,1.524995,7.362966,0
1004,3.939782,1.529085,7.370558,0
1005,3.935894,1.53307,7.374442,0
1006,3.927799,1.535768,7.376314,0
1007,3.915733,1.537574,7.38131,0
1008,3.896012,1.539451,7.396255,0
1009,3.871833,1.539433,7.420682,0
1010,3.845779,1.535699,7.453502,0
1011,3.817962,1.528306,7.489331,0
1012,3.787179,1.515575,7.521235,0
1013,3.756141,1.494962,7.54979,0
1014,3.714831,1.47264,7.57244,0
1015,3.669868,1.452974,7.583767,0
1016,3.618576,1.434055,7.590123,0
1017,3.569283,1.417408,7.601777,0
1018,3.523788,1.404389,7.628237,0
1019,3.508373,1.390608,7.66052,0
1020,3.510893,1.388026,7.700178,0
1021,3.531943,1.386319,7.736095,0
1022,3.568538,1.381259,7.776606,0
1023,3.626518,1.380838,7.823402,0
1024,3.701416,1.391664,7.862114,0
1025,3.797354,1.396778,7.869965,0
1026,3.87853,1.391594,7.841645,0
1027,3.952838,1.39096,7.805533,0
1028,4.027778,1.403585,7.776714,0
1029,4.104535,1.410141,7.740057,0
1030,4.186451,1.411882,7.7039,0
1031,4.263657,1.414036,7.678361,0
1032,4.347251,1.412998,7.651597,0
1033,4.429106,1.410634,7.628266,0
1034,4.491693,1.415973,7.617491,0
1035,4.539516,1.420086,7.614885,0
1036,4.585663,1.423837,7.625029,0
1037,4.616602,1.422529,7.644203,0
1038,4.648475,1.422484,7.663804,0
1039,4.687312,1.426684,7.671078,0
1040,4.71937,1.432057,7.663212,0
1041,4.747837,1.444905,7.636418,0
1042,4.76278,1.44809,7.60317,0
1043,4.774753,1.450211,7.561444,0
1044,4.780601,1.448429,7.515491,0
1045,4.785209,1.447471,7.472415,0
1046,4.786882,1.444123,7.432946,0
1047,4.78688,1.43769,7.394747,0
1048,4.784201,1.430389,7.364648,0
1049,4.778502,1.421175,7.339084,0
1050,4.769581,1.409936,7.319088,0
1051,4.762274,1.400029,7.305193,0
1052,4.763451,1.394185,7.297905,0
1053,4.78234,1.393802,7.297693,0
1054,4.809402,1.399388,7.297014,0
1055,4.841262,1.402296,7.301213,0
1056,4.867961,1.408558,7.310043,0
1057,4.883796,1.417978,7.322306,0
1058,4.88625,1.427352,7.342652,0
1059,4.880169,1.438326,7.359859,0
1060,4.87531,1.441811,7.373823,0
