row,x,y,z,state
217,3.665465,1.482391,7.376153,2
218,3.689161,1.435703,7.413918,2
219,3.670336,1.448141,7.428829,2
220,3.630831,1.487705,7.432543,2
221,3.662871,1.44859,7.436491,2
222,3.656121,1.439001,7.444752,2
223,3.62808,1.482082,7.46788,2
224,3.645273,1.452411,7.488251,2
225,3.645515,1.434159,7.506064,2
226,3.632191,1.482141,7.51695,2
227,3.657246,1.488858,7.51266,2
228,3.692274,1.47177,7.512403,2
229,3.695181,1.518887,7.531821,2
230,3.712108,1.530876,7.549983,2
231,3.755692,1.497359,7.555788,2
232,3.768268,1.532067,7.569867,2
233,3.780932,1.552873,7.562274,2
234,3.82668,1.484626,7.531743,1
235,3.83271,1.529973,7.545008,1
236,3.840459,1.548885,7.552629,1
237,3.85861,1.529224,7.556888,1
238,3.87535,1.530204,7.553137,1
239,3.884942,1.540902,7.545578,1
240,3.894051,1.53365,7.533623,1
241,3.906689,1.531834,7.523708,1
242,3.917255,1.541414,7.518578,1
243,3.928934,1.539131,7.519388,1
244,3.939061,1.533781,7.527542,1
245,3.939424,1.545507,7.543844,1
246,3.948493,1.544037,7.549161,1
247,3.949715,1.543751,7.546301,1
248,3.951396,1.539823,7.537248,1
249,3.952461,1.534679,7.524347,1
250,3.949661,1.537983,7.513774,1
251,3.951348,1.540507,7.508246,1
252,3.94849,1.54121,7.506672,1
253,3.942897,1.538475,7.510087,1
254,3.93808,1.5394,7.51475,1
255,3.93662,1.541333,7.514293,1
256,3.937702,1.54468,7.504961,1
257,3.942839,1.538625,7.49019,1
258,3.947466,1.53922,7.479016,1
259,3.952033,1.543907,7.47726,1
260,3.954348,1.543101,7.480482,1
261,3.952957,1.539283,7.488801,1
262,3.943403,1.5396,7.502825,1
263,3.93346,1.536293,7.509843,1
264,3.912744,1.543511,7.50539,1
265,3.893212,1.541916,7.489505,1
266,3.875094,1.519833,7.468935,1
267,3.850669,1.496299,7.456098,1
268,3.800181,1.545453,7.46046,2
269,3.776138,1.535518,7.450669,2
270,3.764699,1.498232,7.429374,2
271,3.747706,1.53098,7.410483,2
272,3.765651,1.491452,7.381263,2
273,3.747739,1.516209,7.374951,2
274,3.726018,1.558054,7.383671,2
275,3.742924,1.497584,7.393992,2
276,3.724147,1.521114,7.401111,2
277,3.718251,1.52016,7.407557,2
278,3.752269,1.481388,7.410257,2
279,3.738944,1.531906,7.420946,2
280,3.742573,1.560283,7.44578,2
281,3.77041,1.524282,7.464556,2
282,3.763085,1.563415,7.474189,2
283,3.764904,1.567712,7.474831,2
284,3.783099,1.532038,7.470316,2
285,3.762492,1.569131,7.48391,2
286,3.760415,1.573323,7.504473,2
287,3.765356,1.539294,7.51652,2
288,3.744597,1.583099,7.518894,2
289,3.739894,1.560521,7.513175,2
290,3.743871,1.531533,7.509714,2
291,3.724898,1.565903,7.514771,2
292,3.714565,1.570516,7.519607,2
293,3.71506,1.540492,7.521145,2
294,3.691402,1.579952,7.516342,2
295,3.680789,1.569559,7.50598,2
296,3.669294,1.54673,7.499313,2
297,3.649364,1.578772,7.505185,2
298,3.646072,1.547527,7.512971,2
299,3.643525,1.528327,7.516444,2
300,3.636982,1.549649,7.507335,1
301,3.639046,1.553396,7.49324,1
302,3.650963,1.529194,7.480391,1
303,3.666835,1.541406,7.476698,1
304,3.677496,1.543694,7.480465,1
305,3.688385,1.536402,7.486587,1
306,3.703358,1.5282,7.494813,1
307,3.718453,1.536798,7.499076,1
308,3.740754,1.541699,7.497377,1
309,3.754079,1.535404,7.493806,1
310,3.758102,1.535724,7.49123,1
311,3.765968,1.53108,7.495379,1
312,3.779275,1.532508,7.507051,1
313,3.794167,1.525717,7.523714,1
314,3.80502,1.525271,7.547482,1
315,3.814605,1.523651,7.562887,1
316,3.825253,1.526231,7.568099,1
317,3.831131,1.524502,7.563515,1
318,3.835857,1.520561,7.552825,1
319,3.830359,1.518659,7.54659,1
320,3.831283,1.519465,7.543397,1
321,3.832053,1.519399,7.544971,1
322,3.834999,1.516315,7.551558,1
323,3.828229,1.525581,7.561926,1
324,3.829986,1.522302,7.561805,1
325,3.824275,1.521951,7.552152,1
326,3.823333,1.510159,7.541009,1
327,3.81544,1.510881,7.531881,1
328,3.805909,1.50808,7.527011,1
329,3.804421,1.506511,7.529394,1
330,3.806138,1.498786,7.539646,0
331,3.802744,1.498406,7.553706,0
332,3.803783,1.496018,7.563082,0
333,3.810833,1.496014,7.567663,0
334,3.815302,1.494613,7.56642,0
335,3.817969,1.496143,7.563314,0
336,3.819186,1.496265,7.557306,0
337,3.820438,1.496794,7.554774,0
338,3.820465,1.497221,7.555022,0
339,3.818921,1.497363,7.557392,0
340,3.817069,1.496294,7.561208,0
341,3.812538,1.495958,7.564562,0
342,3.807614,1.49483,7.567591,0
343,3.801195,1.493195,7.569365,0
344,3.794727,1.491516,7.571621,0
345,3.788384,1.492407,7.572594,0
346,3.783864,1.492848,7.570681,0
347,3.785306,1.488516,7.562061,0
348,3.78728,1.490524,7.551831,0
349,3.788668,1.494162,7.542043,0
350,3.786747,1.494256,7.53664,0
351,3.784376,1.492886,7.536139,0
352,3.778174,1.491055,7.539781,0
353,3.765617,1.501979,7.538986,0
354,3.736329,1.522328,7.534424,2
355,3.751409,1.467107,7.521827,2
356,3.718336,1.494646,7.529333,2
357,3.691087,1.523751,7.551439,2
358,3.71321,1.464298,7.558816,2
359,3.676056,1.512511,7.562385,2
360,3.677893,1.503644,7.544673,2
361,3.693825,1.47894,7.537959,2
362,3.680554,1.526613,7.542839,2
363,3.709921,1.503874,7.550054,2
364,3.726218,1.489041,7.54801,2
365,3.712904,1.546337,7.53884,2
366,3.731352,1.53032,7.526081,2
367,3.744378,1.509112,7.52546,2
368,3.738527,1.550341,7.531045,2
369,3.759873,1.528656,7.532474,2
370,3.778157,1.514815,7.530227,2
371,3.767807,1.568023,7.519142,2
372,3.782025,1.561443,7.507185,2
373,3.806399,1.525677,7.502249,2
374,3.792703,1.575711,7.513307,2
375,3.798079,1.56081,7.52364,2
376,3.793856,1.547142,7.529359,2
377,3.776209,1.579643,7.520473,2
378,3.779173,1.572811,7.50863,2
379,3.798226,1.535205,7.501879,2
380,3.787778,1.57258,7.512835,2
381,3.793053,1.568067,7.522668,2
382,3.813698,1.53783,7.524465,2
383,3.815515,1.553415,7.512369,2
384,3.823245,1.560192,7.496949,0
385,3.835849,1.529569,7.486245,0
386,3.854717,1.533732,7.483096,0
387,3.862369,1.534743,7.491362,0
388,3.86559,1.540661,7.497379,0
389,3.874701,1.544648,7.502135,0
390,3.883637,1.546483,7.50217,0
391,3.891676,1.548377,7.499102,0
392,3.897097,1.548723,7.494827,0
393,3.901135,1.549515,7.491079,0
394,3.904826,1.549003,7.48849,0
395,3.906959,1.5499,7.485947,0
396,3.90777,1.548985,7.484781,0
397,3.908483,1.545564,7.483543,0
398,3.91039,1.544447,7.48407,0
399,3.913633,1.544183,7.485142,0
400,3.917188,1.543376,7.487762,0
401,3.919278,1.541659,7.491379,0
402,3.920238,1.540653,7.495985,0
403,3.920276,1.540177,7.499477,0
404,3.918962,1.539008,7.502825,0
405,3.917191,1.537112,7.507077,0
406,3.915148,1.53617,7.511441,0
407,3.911643,1.534377,7.518772,0
408,3.905739,1.527187,7.526592,0
409,3.89902,1.514975,7.534792,0
410,3.887184,1.52274,7.533529,0
411,3.858052,1.569119,7.523726,2
412,3.857748,1.532343,7.51183,2
413,3.852818,1.508043,7.510512,2
414,3.834784,1.550075,7.529898,2
415,3.855984,1.505532,7.548997,2
416,3.839015,1.529641,7.562361,2
417,3.835098,1.539078,7.556417,2
418,3.861508,1.512905,7.539593,2
419,3.850358,1.55123,7.539605,2
420,3.851238,1.56793,7.550821,2
421,3.878145,1.513094,7.554176,2
422,3.860954,1.560866,7.547728,2
423,3.864378,1.552738,7.531793,2
424,3.873869,1.514312,7.516602,2
425,3.859923,1.558294,7.51951,2
426,3.854753,1.561104,7.528446,2
427,3.855268,1.53887,7.528226,2
428,3.834813,1.57547,7.513943,2
429,3.841732,1.553727,7.491729,2
430,3.841742,1.53463,7.481215,2
431,3.82122,1.584436,7.494829,2
432,3.815015,1.580477,7.505232,2
433,3.823675,1.524921,7.503196,2
434,3.792723,1.561774,7.488371,2
435,3.770823,1.576726,7.459043,2
436,3.771084,1.534907,7.437698,2
437,3.744609,1.56853,7.440494,2
438,3.723327,1.599951,7.453733,2
439,3.741004,1.535753,7.458053,2
440,3.73195,1.546343,7.451496,2
441,3.711468,1.581859,7.438385,2
442,3.721903,1.515384,7.420438,2
443,3.714139,1.527737,7.420062,1
444,3.723781,1.547719,7.430729,1
445,3.73217,1.541516,7.445145,1
446,3.733175,1.545788,7.459922,1
447,3.74661,1.548728,7.461956,1
448,3.758397,1.544708,7.459982,1
449,3.766137,1.537712,7.452753,1
450,3.763321,1.551044,7.44729,1
451,3.772787,1.545761,7.447206,1
452,3.773989,1.544632,7.453141,1
453,3.773211,1.538112,7.464968,1
454,3.771559,1.534701,7.47993,1
455,3.769896,1.53684,7.490224,1
456,3.764946,1.543995,7.493394,1
457,3.759875,1.537784,7.48784,1
458,3.753169,1.535384,7.480313,1
459,3.746258,1.53796,7.478528,1
460,3.744489,1.536809,7.482431,1
461,3.744048,1.53117,7.494791,1
462,3.748018,1.521206,7.519112,1
463,3.742758,1.528472,7.545581,1
464,3.748713,1.52239,7.562184,1
465,3.752978,1.518885,7.569474,1
466,3.758573,1.513934,7.572781,1
467,3.767353,1.510546,7.573236,1
468,3.776384,1.512059,7.578177,1
469,3.786161,1.507901,7.589804,1
470,3.795023,1.50434,7.604823,1
471,3.805992,1.497652,7.624719,1
472,3.808717,1.5004,7.646751,1
473,3.811728,1.503058,7.669725,1
474,3.80777,1.499769,7.671275,1
475,3.797945,1.497961,7.660267,1
476,3.784598,1.49487,7.636606,1
477,3.766002,1.495782,7.621178,1
478,3.744933,1.491428,7.610332,1
479,3.725575,1.483284,7.604735,1
480,3.71077,1.473967,7.606569,1
481,3.697747,1.471568,7.613987,1
482,3.69014,1.46904,7.618249,1
483,3.682509,1.469466,7.616404,1
484,3.67615,1.469437,7.604004,1
485,3.673779,1.465814,7.583982,1
486,3.662542,1.471111,7.56755,1
487,3.656052,1.472612,7.555369,1
488,3.656175,1.476701,7.551195,1
489,3.65591,1.478984,7.554321,1
490,3.652815,1.482739,7.569201,1
491,3.6508,1.489193,7.586443,1
492,3.648332,1.498953,7.598031,1
493,3.652412,1.509278,7.601882,1
494,3.658463,1.515302,7.603074,1
495,3.6578,1.528156,7.591783,1
496,3.655642,1.532652,7.581371,1
497,3.657867,1.532586,7.574582,1
498,3.664127,1.536019,7.573509,1
499,3.668315,1.538918,7.580369,1
500,3.666741,1.548341,7.591846,1
501,3.668076,1.548001,7.599051,1
502,3.668375,1.547966,7.597463,1
503,3.6675,1.544188,7.588778,1
504,3.662846,1.545951,7.576684,1
505,3.655273,1.546371,7.567846,1
506,3.645162,1.544755,7.563877,1
507,3.648917,1.51539,7.565895,2
508,3.634768,1.550495,7.562086,2
509,3.623562,1.573165,7.554103,2
510,3.654044,1.50713,7.550786,2
511,3.640383,1.547984,7.558534,2
512,3.636326,1.569102,7.57965,2
513,3.666857,1.520381,7.589572,2
514,3.655132,1.56349,7.59264,2
515,3.680686,1.553206,7.583976,2
516,3.715255,1.527151,7.57978,2
517,3.725515,1.581632,7.585101,2
518,3.763368,1.559772,7.593648,2
519,3.79387,1.544707,7.600532,2
520,3.814279,1.578193,7.594441,2
521,3.857861,1.540624,7.590381,2
522,3.886729,1.52008,7.587025,2
523,3.888016,1.566967,7.601445,2
524,3.908609,1.525836,7.614244,2
525,3.912817,1.522285,7.617963,2
526,3.89389,1.573337,7.608952,2
527,3.917984,1.526703,7.596213,2
528,3.928189,1.516093,7.598644,2
529,3.918282,1.56098,7.614554,2
530,3.93942,1.52106,7.628224,1
531,3.946168,1.525438,7.636938,1
532,3.948542,1.54456,7.63614,1
533,3.952239,1.537719,7.630111,1
534,3.952612,1.51904,7.619635,1
535,3.950167,1.527743,7.614939,1
536,3.949693,1.540448,7.618789,1
537,3.946481,1.536524,7.625785,1
538,3.946549,1.531764,7.636691,1
539,3.946355,1.537502,7.644947,1
540,3.94483,1.547346,7.642368,1
541,3.949264,1.539336,7.633592,1
542,3.948588,1.534557,7.621998,1
543,3.94683,1.537589,7.615648,1
544,3.944909,1.53646,7.612978,1
545,3.946537,1.532197,7.617076,1
546,3.945275,1.531657,7.624912,1
547,3.945686,1.529818,7.632354,1
548,3.94667,1.530536,7.633692,1
549,3.948045,1.532575,7.625655,1
550,3.954263,1.521854,7.6114,1
551,3.95109,1.529698,7.600026,1
552,3.950081,1.526654,7.596491,1
553,3.953835,1.530895,7.603731,1
554,3.957522,1.524641,7.61368,1
555,3.959141,1.52191,7.627061,1
556,3.955145,1.525912,7.640641,1
557,3.960022,1.527267,7.641171,1
558,3.967772,1.525385,7.636333,1
559,3.971465,1.530361,7.624964,0
560,3.972808,1.531838,7.613808,0
561,3.971652,1.533497,7.605986,0
562,3.969336,1.53328,7.602639,0
563,3.968894,1.533543,7.60077,0
564,3.968108,1.534256,7.601614,0
565,3.96399,1.534376,7.603302,0
566,3.959242,1.533356,7.604638,0
567,3.954971,1.532883,7.604404,0
568,3.950726,1.532519,7.604146,0
569,3.945677,1.531845,7.604399,0
570,3.939493,1.531316,7.605477,0
571,3.932921,1.530353,7.607497,0
572,3.925055,1.528409,7.611538,0
573,3.918548,1.52636,7.615419,0
574,3.913195,1.526309,7.620473,0
575,3.909847,1.52799,7.626244,0
576,3.907357,1.525088,7.632428,0
577,3.904815,1.524829,7.637412,0
578,3.903413,1.524366,7.640232,0
579,3.901626,1.524076,7.639826,0
580,3.900983,1.525007,7.638646,0
581,3.90134,1.525573,7.635979,0
582,3.901144,1.527073,7.633161,0
583,3.897984,1.526135,7.632169,0
584,3.889255,1.523672,7.633891,0
585,3.874219,1.53533,7.631671,0
586,3.839081,1.567813,7.620395,2
587,3.85847,1.501309,7.609483,2
588,3.839722,1.546277,7.616924,2
589,3.825802,1.572761,7.629218,2
590,3.85111,1.514001,7.637897,2
591,3.822504,1.580202,7.63293,2
592,3.828332,1.562551,7.627204,2
593,3.837591,1.535188,7.628146,2
594,3.824296,1.576286,7.649411,2
595,3.849898,1.535539,7.662541,2
596,3.863048,1.528964,7.667659,2
597,3.852124,1.587787,7.66029,2
598,3.876634,1.542125,7.647733,2
599,3.88076,1.542283,7.644311,2
600,3.86255,1.608757,7.659697,2
601,3.883418,1.547632,7.665874,2
602,3.88407,1.566601,7.661211,2
603,3.873623,1.616683,7.646037,2
604,3.895683,1.557744,7.628859,2
605,3.903816,1.565735,7.630564,2
606,3.890454,1.619275,7.643447,2
607,3.905944,1.557134,7.652152,2
608,3.911892,1.521988,7.649525,2
609,3.893721,1.585522,7.632283,2
610,3.905359,1.556941,7.612688,2
611,3.91313,1.532321,7.605095,2
612,3.905209,1.581051,7.615691,2
613,3.907881,1.578245,7.631334,2
614,3.919322,1.542194,7.639504,2
615,3.911948,1.564106,7.636755,2
616,3.906858,1.580448,7.625259,1
617,3.920635,1.546614,7.61849,1
618,3.920666,1.547303,7.625657,1
619,3.922298,1.549927,7.640363,1
620,3.927231,1.541707,7.651924,1
621,3.93576,1.539912,7.661242,1
622,3.936782,1.557388,7.662482,1
623,3.937713,1.555428,7.653973,1
624,3.939685,1.548109,7.64419,1
625,3.936385,1.555487,7.634489,1
626,3.9394,1.553158,7.632773,1
627,3.942694,1.554159,7.642995,1
628,3.948738,1.546694,7.655521,1
629,3.949225,1.558265,7.668612,1
630,3.953888,1.559349,7.673133,1
631,3.953987,1.558931,7.667411,1
632,3.954827,1.551624,7.654925,1
633,3.953832,1.560398,7.632748,1
634,3.952645,1.553451,7.620944,1
635,3.953146,1.550653,7.617962,1
636,3.954998,1.554509,7.622536,1
637,3.955481,1.553142,7.631803,1
638,3.950479,1.556435,7.64496,1
639,3.944778,1.562102,7.650479,1
640,3.944541,1.559188,7.645212,1
641,3.944719,1.550341,7.633982,1
642,3.936352,1.552547,7.618723,1
643,3.923952,1.554358,7.612137,1
644,3.916812,1.552869,7.617105,1
645,3.910985,1.543516,7.627189,1
646,3.905419,1.541451,7.641654,1
647,3.894226,1.551176,7.652717,1
648,3.891103,1.550591,7.653319,1
649,3.888876,1.54725,7.645238,1
650,3.882934,1.546742,7.630176,1
651,3.874853,1.54356,7.61925,1
652,3.862749,1.545385,7.616584,1
653,3.854703,1.544839,7.62248,1
654,3.845399,1.540491,7.634891,1
655,3.83364,1.541548,7.647778,1
656,3.822695,1.543607,7.655603,1
657,3.815765,1.543045,7.653845,1
658,3.812179,1.541977,7.644552,1
659,3.807978,1.540213,7.628692,1
660,3.806453,1.532566,7.61212,1
661,3.801833,1.537119,7.608693,1
662,3.796635,1.539338,7.614418,1
663,3.791841,1.53416,7.626386,1
664,3.786858,1.530346,7.640834,1
665,3.770791,1.543733,7.65003,1
666,3.753238,1.54159,7.645951,1
667,3.750677,1.490354,7.641451,2
668,3.726466,1.537664,7.649505,2
669,3.713223,1.584345,7.669755,2
670,3.723827,1.548945,7.680129,2
671,3.721202,1.538455,7.682765,2
672,3.704349,1.574931,7.665207,2
673,3.735394,1.516914,7.648448,2
674,3.72603,1.554951,7.642167,2
675,3.716197,1.594045,7.655843,2
676,3.742236,1.530054,7.667119,2
677,3.735138,1.546652,7.671612,2
678,3.727925,1.576872,7.664711,2
679,3.761539,1.512937,7.653776,2
680,3.752072,1.556219,7.651377,2
681,3.745871,1.598847,7.662576,2
682,3.772798,1.531575,7.662831,2
683,3.767179,1.562178,7.6548,2
684,3.760372,1.584845,7.636227,2
685,3.785467,1.508251,7.62058,2
686,3.773516,1.55595,7.623507,2
687,3.7665,1.606217,7.645542,2
688,3.777516,1.546871,7.654201,2
689,3.769307,1.561486,7.654022,2
690,3.752957,1.599341,7.642046,2
691,3.768942,1.530903,7.626032,2
692,3.759633,1.544194,7.62348,2
693,3.732776,1.598458,7.634481,2
694,3.747561,1.539715,7.642382,2
695,3.749678,1.52974,7.64257,2
696,3.729857,1.587916,7.625837,2
697,3.745751,1.548267,7.609676,2
698,3.749234,1.539963,7.602651,2
699,3.736305,1.594026,7.616613,2
700,3.739738,1.560536,7.624845,2
701,3.73781,1.538806,7.628887,2
702,3.723123,1.572537,7.622199,2
703,3.718935,1.563623,7.60912,2
704,3.723847,1.526113,7.605012,1
705,3.729757,1.548121,7.612497,1
706,3.728468,1.555853,7.631556,1
707,3.724715,1.539211,7.647397,1
708,3.721383,1.535964,7.658971,1
709,3.717553,1.5463,7.661242,1
710,3.717175,1.547672,7.656827,1
711,3.717854,1.541591,7.645808,1
712,3.718586,1.539803,7.632467,1
713,3.716778,1.545864,7.622886,1
714,3.717213,1.546942,7.620855,1
715,3.720455,1.544124,7.627137,1
716,3.724532,1.539192,7.640585,1
717,3.727261,1.540777,7.654633,1
718,3.729335,1.546375,7.661184,1
719,3.730502,1.548209,7.658797,1
720,3.73108,1.54422,7.649081,1
721,3.73156,1.54071,7.636054,1
722,3.730764,1.539845,7.626563,1
723,3.728171,1.53981,7.621805,1
724,3.733107,1.540076,7.624586,1
725,3.736199,1.53481,7.635148,1
726,3.734552,1.537278,7.655534,1
727,3.734096,1.531559,7.671272,1
728,3.733098,1.53279,7.67674,1
729,3.732906,1.531794,7.675485,1
730,3.732066,1.528072,7.668168,1
731,3.728145,1.529582,7.656333,0
732,3.724381,1.527505,7.647378,0
733,3.721525,1.525552,7.641963,0
734,3.7216,1.523758,7.638531,0
735,3.724246,1.523599,7.637164,0
